subject,trial,label,window_size,n_windows,n_features,missing_rate,row_valid_rate,feature_valid_rate,sparsity_rate,matrix_entropy,mean_abs_corr,effective_rank_proxy,similarity_mean,similarity_std,feature_mean_of_means,feature_mean_of_stds,feature_mean_of_vars,stability_score
1,12,0,2000,46,18,0.0,1.0,1.0,0.0,2.2160528143166105,0.29416707940391834,8.902336152752236,0.4601248809304523,0.37400927251380617,7.4998138359249555,2.3011426586499746,35.759700676246666,0.02796443988091333
1,13,1,200,475,18,0.0,1.0,1.0,0.0,2.3825950596199914,0.18561464203902564,13.311497422489959,0.23112866509718044,0.3400118347828239,6.54673068661432,2.6519536800695467,20.639560863849837,0.0484506432143618
1,13,1,400,237,18,0.0,1.0,1.0,0.0,2.4462221575039167,0.207317463368504,12.590326587095023,0.36212847829062367,0.32110825061137355,6.204158386320823,1.9742809866770352,14.350094795954258,0.0696859507565812
1,13,1,600,157,18,0.0,1.0,1.0,0.0,2.482482528703375,0.22582425793610306,12.08025116595475,0.4068658268525479,0.33710530614980605,6.21063351371083,1.770776993448517,12.825576307124251,0.0779692058488503
1,13,1,800,118,18,0.0,1.0,1.0,0.0,2.5147205827806833,0.24943096715524632,11.393434495425103,0.4767946766534113,0.31472892372361816,6.240195127776433,1.5756829455152024,11.487740724608495,0.08704931832134356
1,13,1,1000,94,18,0.0,1.0,1.0,0.0,2.4921854315384016,0.2525403701270413,11.294182822716811,0.4511703072412341,0.3371987391301227,6.26887204618833,1.5568493723663268,11.348491907765766,0.08811743509589377
1,13,1,1200,78,18,0.0,1.0,1.0,0.0,2.501768239574794,0.27122312066235693,11.364469630658759,0.4359447105463115,0.2934284272456833,6.278280540784687,1.4690669057602024,10.958349106141473,0.09125462142167162
1,13,1,1400,67,18,0.0,1.0,1.0,0.0,2.512150906559115,0.2859523831466915,11.257656349372718,0.39410488088820733,0.3511645593726278,6.297151337276291,1.4189107316349459,10.244664383841455,0.09761178712707724
1,13,1,1600,58,18,0.0,1.0,1.0,0.0,2.563575904186839,0.3079400610294411,10.562501461749646,0.45967367455760644,0.299660070128481,6.29671566915583,1.3645307563872795,10.125083327283376,0.09876461918271048
1,13,1,1800,51,18,0.0,1.0,1.0,0.0,2.4668900419095294,0.289606546008906,10.654511616617278,0.4853939778832503,0.302337114456895,6.298701973523079,1.3183924981968103,10.012921251526176,0.09987095412828396
1,13,1,2000,46,18,0.0,1.0,1.0,0.0,2.4829734076365813,0.30593379048451125,10.212966090926779,0.41772327568080503,0.320968935664651,6.318609708966224,1.2837071666805737,9.472322669347959,0.10557072788285084
1,14,-1,200,411,18,0.0,1.0,1.0,0.0,2.3788631402570917,0.18902904056154857,13.589825447945495,0.2031838911574368,0.33619696107234,6.381500438188005,2.127490784569889,11.29743663603572,0.08851565459770919
1,14,-1,400,205,18,0.0,1.0,1.0,0.0,2.422275010820086,0.20210656670632599,13.330217206001793,0.2849939850775826,0.3526790617836425,6.041459420985403,1.4065935589638954,4.6702694630545,0.21412040692075296
1,14,-1,600,136,18,0.0,1.0,1.0,0.0,2.4611610462673945,0.22189015657202013,12.80043366353289,0.3278079031720952,0.3457644482919472,6.074350296647331,1.2294014256964778,3.5000072283788666,0.28571369482743697
1,14,-1,800,102,18,0.0,1.0,1.0,0.0,2.5228207537704592,0.2387556043359674,12.74017757867984,0.4093446584987357,0.3430089335638711,6.0772013278916255,0.9667423669857109,2.11404309335261,0.473027252100075
1,14,-1,1000,81,18,0.0,1.0,1.0,0.0,2.509094225652533,0.24577757319989324,12.503573010064454,0.3963848389474548,0.28532637890923934,6.1365510441074615,0.9574622104790314,2.1287315174446877,0.46976332482865607
1,14,-1,1200,67,18,0.0,1.0,1.0,0.0,2.544291787813631,0.263950773853589,12.291475347077474,0.4245740181294897,0.32320645061890635,6.1166018146836105,0.8340818303111651,1.6328049697557616,0.6124430121162309
1,14,-1,1400,57,18,0.0,1.0,1.0,0.0,2.5334397325385547,0.24598546593300658,12.246174473101739,0.3683673901045372,0.31024810239690437,6.104056584052345,0.7722342443735043,1.3804222677734765,0.7244160110288348
1,14,-1,1600,50,18,0.0,1.0,1.0,0.0,2.5772167545588407,0.27788371468807055,12.010481256700166,0.38862475077738967,0.359822606958585,6.1414947619814075,0.6980440136064262,1.1337642025575663,0.8820176090619244
1,14,-1,1800,44,18,0.0,1.0,1.0,0.0,2.519127340404563,0.26868760131389346,11.54969105085467,0.4458097914191361,0.33437234669141525,6.1379697683389844,0.6934075010369112,1.1701184023332185,0.8546143616405437
1,14,-1,2000,40,18,0.0,1.0,1.0,0.0,2.565078831299626,0.2810291570422795,11.524201060435846,0.4269040502088923,0.3432382757144021,6.1681755170646575,0.6683326427261286,1.0523652099748702,0.9502404498163475
